Product ID,Type,Air Temp [K],Process Temp [K],Rotational Speed [rpm],Torque [Nm],Tool wear [min],Failure,Failure Type
M20586,M,302.4,311.9,1398,50.1,188,0,No Failure
M20587,M,302.3,311.8,1559,34.4,191,0,No Failure
M20588,M,302.4,311.9,1422,46.4,194,0,No Failure
M20589,M,302.3,311.8,1463,35.7,197,0,No Failure
L52910,L,302.3,311.7,1793,25.3,200,0,No Failure
L52911,L,302.2,311.6,1872,20.4,202,0,No Failure
L52912,L,302.2,311.7,1412,44.5,204,0,No Failure
L52913,L,302.3,311.8,1487,43.2,206,0,No Failure
L52914,L,302.3,311.8,1369,56.2,208,1,Overstrain Failure
L52915,L,302.4,311.8,1673,30.1,210,0,No Failure
M20596,M,302.4,311.9,1439,36.6,212,0,No Failure
L52917,L,302.3,311.8,1574,42.8,215,0,No Failure
L52918,L,302.3,311.7,1281,48.8,0,0,No Failure
M20599,M,302.2,311.7,1653,31.4,2,0,No Failure
M20600,M,302.3,311.7,1535,38.3,5,0,No Failure
M20601,M,302.3,311.7,1483,40.5,8,0,No Failure
L52922,L,302.3,311.7,1414,47,11,0,No Failure
M20603,M,302.2,311.6,1379,42.9,13,0,No Failure
H35158,H,302.2,311.5,1482,42.6,16,0,No Failure
L52925,L,302.1,311.5,1987,20.1,21,0,No Failure
M20606,M,302.1,311.5,1635,31.6,23,0,No Failure
L52927,L,302.1,311.5,1533,39.4,26,0,No Failure
M20608,M,302.2,311.7,1576,34,28,0,No Failure
H35163,H,302.2,311.8,1330,62.4,31,0,No Failure
L52930,L,302.2,311.8,1981,21.8,36,0,No Failure
H35165,H,302.3,311.8,1475,42.8,38,0,No Failure
H35166,H,302.3,311.8,1804,25,43,0,No Failure
L52933,L,302.2,311.6,1416,54.1,48,0,No Failure
L52934,L,302.1,311.5,1727,27.7,50,0,No Failure
L52935,L,302.1,311.4,1391,49.2,52,0,No Failure
M20616,M,302,311.5,1366,52.3,54,0,No Failure
L52937,L,301.9,311.3,1366,55.6,57,0,No Failure
L52938,L,301.9,311.3,1501,40.8,59,0,No Failure
L52939,L,301.8,311.3,1551,35.8,61,0,No Failure
M20620,M,301.9,311.3,1522,35.6,63,0,No Failure
L52941,L,301.9,311.2,1369,49.8,66,0,No Failure
L52942,L,301.8,311.2,1334,52.3,68,0,No Failure
H35177,H,301.8,311.2,1451,39.4,70,0,No Failure
L52944,L,301.7,311.2,1589,37.9,75,0,No Failure
L52945,L,301.7,311.3,1708,30.5,77,0,No Failure
M20626,M,301.7,311.2,1413,42.6,79,0,No Failure
M20627,M,301.6,311.2,1415,46.5,82,0,No Failure
L52948,L,301.7,311.3,1421,45.9,85,0,No Failure
L52949,L,301.7,311.3,1348,51,87,0,No Failure
L52950,L,301.6,311.2,1408,42.9,89,0,No Failure
L52951,L,301.6,311.2,1525,43.7,91,0,No Failure
L52952,L,301.6,311.3,1706,29.9,93,0,No Failure
H35187,H,301.6,311.2,1395,46.8,95,0,No Failure
L52954,L,301.5,311.1,1602,34.3,100,0,No Failure
L52955,L,301.6,311.1,1907,21.5,102,0,No Failure
L52956,L,301.6,311.1,1325,49.2,104,0,No Failure
L52957,L,301.6,311.1,1408,44.4,106,0,No Failure
M20638,M,301.7,311.1,1489,41.4,108,0,No Failure
L52959,L,301.6,311.1,1680,29.2,111,0,No Failure
L52960,L,301.7,311.2,1517,42.4,113,0,No Failure
M20641,M,301.7,311.1,1618,36.7,115,0,No Failure
L52962,L,301.7,311.1,1455,39.8,118,0,No Failure
H35197,H,301.8,311.1,1543,36.4,120,0,No Failure
M20644,M,301.8,311.1,1399,41.8,125,0,No Failure
L52965,L,301.7,311.1,1469,37.2,128,0,No Failure
L52966,L,301.7,311.2,1521,36.7,130,0,No Failure
L52967,L,301.7,311.3,1584,38.8,132,0,No Failure
L52968,L,301.8,311.5,1443,43.3,134,0,No Failure
M20649,M,301.8,311.5,1416,49,136,0,No Failure
M20650,M,301.7,311.2,1563,34.5,139,0,No Failure
M20651,M,301.8,311.3,1542,40.1,142,0,No Failure
M20652,M,301.8,311.3,1624,31.6,145,0,No Failure
L52973,L,301.8,311.3,1471,44.2,148,0,No Failure
M20654,M,301.9,311.5,1492,40.8,150,0,No Failure
M20655,M,301.9,311.4,1465,39.9,153,0,No Failure
L52976,L,301.7,311.1,1399,55.1,156,0,No Failure
L52977,L,301.6,311,1431,42.6,158,0,No Failure
L52978,L,301.5,310.9,1600,39,160,0,No Failure
L52979,L,301.5,310.8,1593,34.5,162,0,No Failure
L52980,L,301.5,310.9,1469,44.7,164,0,No Failure
L52981,L,301.5,310.8,1413,44.6,166,0,No Failure
L52982,L,301.4,310.8,1490,38,168,0,No Failure
L52983,L,301.5,310.9,1671,31.1,170,0,No Failure
L52984,L,301.5,310.9,1365,46.5,172,0,No Failure
M20665,M,301.4,310.9,1557,39.3,174,0,No Failure
L52986,L,301.4,310.9,1440,45.4,177,0,No Failure
M20667,M,301.4,310.9,1489,38.9,179,0,No Failure
L52988,L,301.4,311,1733,25.7,182,0,No Failure
H35223,H,301.3,311,1580,36.6,184,0,No Failure
L52990,L,301.3,311,1856,21.9,189,0,No Failure
L52991,L,301.3,311.1,1454,40.3,191,0,No Failure
L52992,L,301.4,311.1,1495,36.3,193,0,No Failure
L52993,L,301.2,311,1761,29.1,195,0,No Failure
M20674,M,301.3,311,1402,47.5,197,0,No Failure
L52995,L,301.2,311,1670,33,200,0,No Failure
L52996,L,301.3,311,1582,35.6,202,0,No Failure
L52997,L,301.3,311,1542,35.1,204,0,No Failure
L52998,L,301.3,311,1539,36.9,206,0,No Failure
L52999,L,301.3,311,1418,41.9,208,0,No Failure
L53000,L,301.3,311.1,1723,27.6,210,0,No Failure
L53001,L,301.3,311.1,1303,49.2,212,0,No Failure
M20682,M,301.3,311,1463,50.2,214,0,No Failure
L53003,L,301.2,311,1544,39.3,217,0,No Failure
L53004,L,301.2,311,1596,37.2,219,0,No Failure
L53005,L,301.3,311.1,1413,42,221,0,No Failure
M20686,M,301.3,311.1,1492,41.2,223,0,No Failure
L53007,L,301.3,311.1,1624,40.9,0,0,No Failure
L53008,L,301.3,311.1,1504,39.1,2,0,No Failure
M20689,M,301.2,311.1,1574,34.3,4,0,No Failure
M20690,M,301.3,311.2,1438,42.4,7,0,No Failure
L53011,L,301.3,311.3,1474,50.7,10,0,No Failure
L53012,L,301.3,311.2,1675,32.1,12,0,No Failure
L53013,L,301.3,311.2,1457,44.5,14,0,No Failure
L53014,L,301.3,311.3,1434,49.8,16,0,No Failure
L53015,L,301.3,311.2,1668,30.1,18,0,No Failure
L53016,L,301.2,311.1,1550,39.7,20,0,No Failure
M20697,M,301.3,311.1,1834,25.4,22,0,No Failure
M20698,M,301.4,311.2,1476,36.5,25,0,No Failure
M20699,M,301.4,311.2,1541,36.3,28,0,No Failure
M20700,M,301.3,311.1,1581,30.9,31,0,No Failure
M20701,M,301.3,311.1,1678,30.7,34,0,No Failure
L53022,L,301.4,311.2,1355,50.6,37,0,No Failure
L53023,L,301.5,311.2,1700,28.8,39,0,No Failure
L53024,L,301.4,311.1,1462,37.1,41,0,No Failure
M20705,M,301.4,311.2,1727,26.5,43,0,No Failure
L53026,L,301.4,311.3,1674,33.3,46,0,No Failure
L53027,L,301.4,311.3,1397,42.3,48,0,No Failure
L53028,L,301.4,311.3,2323,15.9,50,0,No Failure
M20709,M,301.4,311.2,1434,47.6,52,0,No Failure
L53030,L,301.3,311.1,1560,35.3,55,0,No Failure
L53031,L,301.2,311,1573,32.8,57,0,No Failure
H35266,H,301.2,310.9,1798,22.3,59,0,No Failure
L53033,L,301.2,311,1567,35.1,64,0,No Failure
L53034,L,301.2,310.9,1416,53.3,66,0,No Failure
M20715,M,301.2,310.9,1424,45.2,68,0,No Failure
H35270,H,301.2,310.9,1598,35.9,71,0,No Failure
L53037,L,301.3,310.9,1760,23.9,76,0,No Failure
L53038,L,301.3,311,1348,44.5,78,0,No Failure
L53039,L,301.3,311,1542,33.6,80,0,No Failure
L53040,L,301.3,310.9,1566,33.1,82,0,No Failure
L53041,L,301.3,311,1554,47.7,84,0,No Failure
L53042,L,301.4,311,1470,40.6,86,0,No Failure
M20723,M,301.4,311.1,1758,25.4,88,0,No Failure
M20724,M,301.4,311,1486,36.5,91,0,No Failure
M20725,M,301.5,311.1,1402,40,94,0,No Failure
L53046,L,301.5,311.1,1459,45.1,97,0,No Failure
L53047,L,301.5,311,1494,45.3,99,0,No Failure
L53048,L,301.5,311.1,1731,27.9,101,0,No Failure
L53049,L,301.5,311.1,2076,18.7,103,0,No Failure
L53050,L,301.5,311.1,2055,16.8,105,0,No Failure
L53051,L,301.5,311.1,1469,49.5,107,0,No Failure
M20732,M,301.5,311,1504,42.6,109,0,No Failure
M20733,M,301.5,311.1,1396,43.5,112,0,No Failure
M20734,M,301.5,311.1,1660,33.8,115,0,No Failure
M20735,M,301.5,311,1577,39.7,118,0,No Failure
L53056,L,301.5,311.1,1426,52.1,121,0,No Failure
L53057,L,301.5,311.1,1458,41.4,123,0,No Failure
L53058,L,301.4,311,1533,45.8,125,0,No Failure
L53059,L,301.4,311,1701,28.4,127,0,No Failure
L53060,L,301.5,311.1,1434,49.6,129,0,No Failure
L53061,L,301.4,311.1,1952,22.7,131,0,No Failure
L53062,L,301.4,311.1,1469,36.9,133,0,No Failure
L53063,L,301.4,311.1,1800,26,135,0,No Failure
M20744,M,301.3,311.1,1438,43,137,0,No Failure
L53065,L,301.3,311.1,1647,28.2,140,0,No Failure
L53066,L,301.4,311.1,1494,41.9,142,0,No Failure
H35301,H,301.4,311.1,1445,41.4,144,0,No Failure
M20748,M,301.5,311.1,1507,38.6,149,0,No Failure
M20749,M,301.4,311,1234,55.8,152,0,No Failure
L53070,L,301.4,311,1634,32.6,155,0,No Failure
L53071,L,301.4,311,1334,53.3,157,0,No Failure
L53072,L,301.4,311.1,1472,44.5,159,0,No Failure
M20753,M,301.3,311,1410,52.7,161,0,No Failure
L53074,L,301.2,310.9,1597,37.9,164,0,No Failure
M20755,M,301.2,310.9,1460,46.7,166,0,No Failure
L53076,L,301.1,310.8,1274,55.7,169,0,No Failure
M20757,M,301,310.7,1517,40.2,171,0,No Failure
L53078,L,301,310.7,1300,57.2,174,0,No Failure
H35313,H,300.9,310.6,1686,27.7,176,0,No Failure
M20760,M,300.9,310.7,1485,41,181,0,No Failure
L53081,L,301,310.7,1464,45.8,184,0,No Failure
L53082,L,300.9,310.6,1598,35.4,186,0,No Failure
L53083,L,300.9,310.5,1894,21.9,188,0,No Failure
M20764,M,300.8,310.5,1330,59,190,0,No Failure
H35319,H,300.8,310.5,1582,31.1,193,0,No Failure
L53086,L,300.7,310.3,1533,35.6,198,0,No Failure
H35321,H,300.8,310.4,1419,46.4,200,0,No Failure
M20768,M,300.8,310.3,1526,36.3,205,0,No Failure
H35323,H,300.7,310.2,1364,65.3,208,1,Power Failure
M20770,M,300.8,310.3,1458,43.4,0,0,No Failure
M20771,M,300.8,310.4,1288,64,3,0,No Failure
M20772,M,300.7,310.3,1659,29.8,6,0,No Failure
H35327,H,300.7,310.2,1479,52.3,9,0,No Failure
L53094,L,300.7,310.3,1592,36,14,0,No Failure
M20775,M,300.6,310.2,1532,38.7,16,0,No Failure
L53096,L,300.6,310.2,1555,41.9,19,0,No Failure
L53097,L,300.6,310.2,1341,52.6,21,0,No Failure
L53098,L,300.6,310.1,1541,42,23,0,No Failure
L53099,L,300.6,310.3,1414,50.6,25,0,No Failure
L53100,L,300.5,310.2,1764,25.9,27,0,No Failure
L53101,L,300.5,310.3,1336,57.1,29,0,No Failure
L53102,L,300.5,310.3,1435,43.3,31,0,No Failure
M20783,M,300.4,310.3,1537,35,33,0,No Failure
L53104,L,300.3,310.2,1369,48.8,36,0,No Failure
M20785,M,300.2,310.1,1619,31.3,38,0,No Failure
L53106,L,300.2,310.1,1440,51.1,41,0,No Failure
L53107,L,300.2,310.1,1649,30.5,43,0,No Failure
M20788,M,300.2,310.1,1550,38.7,45,0,No Failure
L53109,L,300.3,310.2,1471,45.2,48,0,No Failure
L53110,L,300.3,310.3,1483,51.6,50,0,No Failure
L53111,L,300.3,310.4,1336,54.4,52,0,No Failure
L53112,L,300.5,310.5,1515,36.6,54,0,No Failure
L53113,L,300.5,310.5,1373,47.4,56,0,No Failure
H35348,H,300.6,310.5,1454,51.2,58,0,No Failure
L53115,L,300.5,310.5,1646,34.5,63,0,No Failure
M20796,M,300.5,310.4,1548,37.3,65,0,No Failure
M20797,M,300.6,310.5,1462,41.3,68,0,No Failure
L53118,L,300.5,310.4,1702,33.1,71,0,No Failure
L53119,L,300.5,310.5,1409,60.9,73,0,No Failure
M20800,M,300.6,310.6,1427,52.8,75,0,No Failure
L53121,L,300.6,310.7,1438,48.5,78,1,No Failure
L53122,L,300.7,310.7,1450,43.4,80,0,No Failure
L53123,L,300.7,310.7,1541,41.3,82,0,No Failure
M20804,M,300.7,310.6,1484,38,84,0,No Failure
M20805,M,300.8,310.8,1415,44.5,87,0,No Failure
L53126,L,300.7,310.8,1496,46.4,90,0,No Failure
M20807,M,300.7,310.8,1465,45.2,92,0,No Failure
L53128,L,300.7,310.8,2113,18.5,95,0,No Failure
M20809,M,300.7,310.8,1506,44,97,0,No Failure
L53130,L,300.7,310.8,1689,28.9,100,0,No Failure
L53131,L,300.7,310.9,1650,29.4,102,0,No Failure
L53132,L,300.7,310.8,1563,33.8,104,0,No Failure
M20813,M,300.7,310.9,1486,38.9,106,0,No Failure
L53134,L,300.8,310.9,1732,25.7,109,0,No Failure
L53135,L,300.7,310.8,1653,31.6,111,0,No Failure
L53136,L,300.7,310.9,1535,37.1,113,0,No Failure
L53137,L,300.7,310.9,1637,37.2,115,0,No Failure
L53138,L,300.6,310.8,1533,38.5,117,0,No Failure
L53139,L,300.6,310.8,1378,51.2,119,0,No Failure
L53140,L,300.5,310.7,1606,33.5,121,0,No Failure
L53141,L,300.3,310.7,1539,32.3,123,0,No Failure
L53142,L,300.5,310.8,1728,26.3,125,0,No Failure
H35377,H,300.4,310.7,1656,36.3,127,0,No Failure
H35378,H,300.5,310.8,1631,30.5,132,0,No Failure
H35379,H,300.5,310.9,1447,46.5,137,0,No Failure
L53146,L,300.4,310.8,1396,49.3,142,0,No Failure
L53147,L,300.4,310.8,1390,52.5,144,0,No Failure
L53148,L,300.4,310.8,1348,56,146,0,No Failure
M20829,M,300.4,310.8,1491,35.9,148,0,No Failure
L53150,L,300.4,310.8,1520,37.6,151,0,No Failure
L53151,L,300.5,310.8,1509,33,153,0,No Failure
L53152,L,300.5,310.8,1445,46.6,155,0,No Failure
L53153,L,300.5,310.8,1354,51.8,157,0,No Failure
L53154,L,300.5,310.7,1488,39.4,159,0,No Failure
H35389,H,300.5,310.7,1654,28.6,161,0,No Failure
H35390,H,300.5,310.6,1378,51.5,166,0,No Failure
L53157,L,300.6,310.7,1750,30.6,171,0,No Failure
L53158,L,300.5,310.6,1448,46.3,173,0,No Failure
H35393,H,300.6,310.7,1501,45.3,175,0,No Failure
M20840,M,300.6,310.7,1654,32,180,0,No Failure
M20841,M,300.7,310.7,1347,46.5,183,0,No Failure
L53162,L,300.7,310.8,1486,37.1,186,0,No Failure
H35397,H,300.8,310.8,1466,45.2,188,0,No Failure
H35398,H,300.7,310.8,1346,52,193,0,No Failure
L53165,L,300.7,310.7,1314,42.4,198,0,No Failure
L53166,L,300.6,310.7,1440,52.5,200,0,No Failure
L53167,L,300.7,310.8,1608,39.5,202,0,No Failure
H35402,H,300.7,310.8,1296,58.2,204,0,No Failure
L53169,L,300.7,310.7,1507,46.1,209,0,No Failure
M20850,M,300.7,310.7,1343,51.6,211,0,No Failure
L53171,L,300.7,310.7,1416,40.4,214,0,No Failure
L53172,L,300.7,310.6,1288,47.2,216,0,No Failure
M20853,M,300.7,310.6,1407,42.4,218,0,No Failure
L53174,L,300.6,310.4,1608,39.2,221,0,No Failure
L53175,L,300.6,310.3,1920,22.3,223,0,No Failure
M20856,M,300.5,310.2,1386,48.2,225,0,No Failure
M20857,M,300.5,310.2,1571,34.6,228,0,No Failure
M20858,M,300.4,310.2,1613,36.9,231,0,No Failure
M20859,M,300.4,310.2,1671,30.5,234,1,Tool Wear Failure
H35414,H,300.4,310.2,1431,43.2,0,0,No Failure
M20861,M,300.4,310.2,1380,47.3,5,0,No Failure
L53182,L,300.5,310.3,1683,31.5,8,0,No Failure
L53183,L,300.4,310.2,1529,36.2,10,0,No Failure
L53184,L,300.5,310.4,1761,26.5,12,0,No Failure
L53185,L,300.6,310.5,1570,38.3,14,0,No Failure
M20866,M,300.6,310.5,2156,18,16,0,No Failure
M20867,M,300.7,310.6,1349,54.5,19,0,No Failure
L53188,L,300.7,310.7,1431,39.3,22,0,No Failure
L53189,L,300.6,310.6,1931,22,24,0,No Failure
H35424,H,300.7,310.7,1428,43.4,26,0,No Failure
L53191,L,300.8,310.8,1564,36.2,31,0,No Failure
H35426,H,300.8,310.9,1425,44,33,0,No Failure
L53193,L,300.7,310.8,1597,30.5,38,0,No Failure
H35428,H,300.8,310.8,1618,32.8,40,0,No Failure
M20875,M,300.8,310.8,1520,38,45,0,No Failure
L53196,L,300.7,310.7,1425,45.3,48,0,No Failure
L53197,L,300.8,310.9,1398,38.2,50,0,No Failure
M20878,M,300.8,310.9,1557,31.6,52,0,No Failure
L53199,L,300.7,310.8,1519,43.9,55,0,No Failure
L53200,L,300.7,310.8,1619,34.9,57,0,No Failure
L53201,L,300.7,310.8,1814,21.4,59,0,No Failure
L53202,L,300.7,310.9,1521,39.4,61,0,No Failure
M20883,M,300.7,310.9,1369,51.2,63,0,No Failure
L53204,L,300.7,310.9,1356,65.3,66,1,Power Failure
L53205,L,300.7,311,1336,53.3,68,0,No Failure
L53206,L,300.7,311,1403,48.3,70,0,No Failure
M20887,M,300.7,311,1413,44.3,72,0,No Failure
L53208,L,300.6,310.9,1472,47.6,75,0,No Failure
M20889,M,300.7,310.8,1452,47.9,77,0,No Failure
L53210,L,300.6,310.7,1397,53.7,80,0,No Failure
L53211,L,300.6,310.7,1455,40.6,82,0,No Failure
L53212,L,300.7,310.8,1754,27.7,84,0,No Failure
L53213,L,300.6,310.9,1471,37.9,86,0,No Failure
M20894,M,300.6,310.8,1389,48.1,88,0,No Failure
M20895,M,300.6,310.9,1702,30.3,91,0,No Failure
M20896,M,300.6,311,1401,54.6,94,0,No Failure
L53217,L,300.7,311.1,1426,46.2,97,0,No Failure
L53218,L,300.7,311,1496,38.3,99,0,No Failure
L53219,L,300.6,310.9,1433,42.6,101,0,No Failure
M20900,M,300.7,311.1,1438,46.6,103,0,No Failure
M20901,M,300.7,311,1418,49.3,106,0,No Failure
M20902,M,300.8,311,1580,36.6,109,0,No Failure
M20903,M,300.7,310.9,1468,41.8,112,0,No Failure
M20904,M,300.8,310.9,1522,41.7,115,0,No Failure
L53225,L,300.8,310.9,1311,55.8,118,0,No Failure
L53226,L,300.9,311,1316,56.5,120,0,No Failure
H35461,H,300.9,311,1853,23.6,122,0,No Failure
M20908,M,300.9,311,1556,38.8,127,0,No Failure
M20909,M,300.9,311,1567,34.3,130,0,No Failure
M20910,M,300.9,311.1,1546,37.7,133,0,No Failure
L53231,L,300.9,311,1382,51.2,136,0,No Failure
L53232,L,300.9,311,2003,20.2,138,0,No Failure
L53233,L,300.8,310.9,1748,29.9,140,0,No Failure
H35468,H,300.7,310.8,1518,40.1,142,0,No Failure
L53235,L,300.7,310.8,1475,42,147,0,No Failure
L53236,L,300.8,310.8,1634,29.2,149,0,No Failure
L53237,L,300.8,310.8,1689,32.9,151,0,No Failure
M20918,M,300.9,310.9,1636,35.3,153,0,No Failure
L53239,L,300.9,311,2235,15.8,156,0,No Failure
L53240,L,301,311.1,1615,35.6,158,0,No Failure
H35475,H,301.1,311.1,1618,29.5,160,0,No Failure
M20922,M,301.1,311.2,1407,53,165,0,No Failure
L53243,L,301.1,311.1,1450,43.3,168,0,No Failure
L53244,L,301.1,311.1,1889,23.8,170,0,No Failure
L53245,L,301,310.9,1568,38.2,172,0,No Failure
L53246,L,301,311,1804,25.8,174,0,No Failure
L53247,L,301,311,1582,37.5,176,0,No Failure
M20928,M,301,310.9,2047,17.9,178,0,No Failure
L53249,L,300.9,310.9,1601,34,181,0,No Failure
L53250,L,300.9,310.9,1615,32,183,0,No Failure
M20931,M,300.9,310.8,1452,43.6,185,0,No Failure
M20932,M,300.9,310.8,1695,30.2,188,0,No Failure
M20933,M,300.9,310.8,1790,26.2,191,0,No Failure
M20934,M,301,310.8,1533,39.3,194,0,No Failure
L53255,L,301,310.9,1813,28.5,197,0,No Failure
L53256,L,301,310.9,1492,36.7,199,0,No Failure
L53257,L,300.9,310.7,1479,43.3,201,0,No Failure
L53258,L,300.8,310.7,1339,59.1,203,1,Overstrain Failure
M20939,M,300.8,310.7,1371,44.7,205,0,No Failure
L53260,L,300.9,310.7,1468,36.2,208,0,No Failure
L53261,L,300.9,310.7,1517,41.7,210,0,No Failure
L53262,L,300.9,310.7,1352,46.4,212,0,No Failure
L53263,L,300.9,310.7,1389,50,214,0,No Failure
M20944,M,300.8,310.6,1505,36.2,0,0,No Failure
L53265,L,300.9,310.6,1538,36.7,3,0,No Failure
L53266,L,300.9,310.8,1482,37,5,0,No Failure
M20947,M,300.9,310.8,1599,33,7,0,No Failure
L53268,L,300.9,310.8,1476,39,10,0,No Failure
L53269,L,300.9,310.7,1509,37.5,12,0,No Failure
L53270,L,300.9,310.8,1708,29.1,14,0,No Failure
L53271,L,300.9,310.7,1412,57.5,16,0,Random Failures
L53272,L,300.9,310.7,1658,28.5,18,0,No Failure
L53273,L,301,310.8,1375,57.2,20,0,No Failure
M20954,M,300.9,310.8,1402,48.1,22,0,No Failure
M20955,M,300.9,310.7,1452,47.3,25,0,No Failure
M20956,M,300.8,310.7,1483,40.8,28,0,No Failure
H35511,H,300.9,310.8,1477,38.4,31,0,No Failure
M20958,M,300.8,310.7,1924,22.4,36,0,No Failure
H35513,H,300.9,310.7,1609,28.7,39,0,No Failure
M20960,M,300.8,310.7,1886,21.1,44,0,No Failure
L53281,L,300.7,310.6,1616,29.6,47,0,No Failure
L53282,L,300.7,310.7,1442,43.2,49,0,No Failure
L53283,L,300.8,310.8,1407,45.1,51,0,No Failure
M20964,M,300.8,310.8,1461,41.3,53,0,No Failure
M20965,M,300.8,310.9,1522,46.2,56,0,No Failure
L53286,L,300.9,311,1432,48.1,59,0,No Failure
L53287,L,300.9,311,1438,49,61,0,No Failure
M20968,M,300.8,310.9,1678,28.1,63,0,No Failure
M20969,M,300.8,310.9,1514,38.7,66,0,No Failure
L53290,L,300.7,310.8,1534,41.3,69,0,No Failure
M20971,M,300.7,310.8,1486,41.2,71,0,No Failure
L53292,L,300.7,310.8,1925,22,74,0,No Failure
M20973,M,300.7,310.8,1724,30,76,0,No Failure
M20974,M,300.8,310.8,1549,35.5,79,0,No Failure
L53295,L,300.8,310.9,1457,47.7,82,0,No Failure
L53296,L,300.8,310.9,1453,43.9,84,0,No Failure
L53297,L,300.8,311,1578,44.4,86,0,No Failure
M20978,M,300.9,311.1,1325,61.4,88,0,No Failure
L53299,L,300.9,311.1,1471,39.3,91,0,No Failure
M20980,M,300.9,311.2,1472,40,93,0,No Failure
L53301,L,300.9,311.1,1457,37.4,96,0,No Failure
L53302,L,301,311,1402,55.3,98,0,No Failure
L53303,L,300.9,310.9,1477,41.5,100,0,No Failure
M20984,M,300.9,310.9,1727,30.1,102,0,No Failure
L53305,L,300.9,310.9,1995,20.2,105,0,No Failure
L53306,L,300.9,310.9,1370,52.5,107,0,No Failure
L53307,L,300.9,310.9,1228,66.4,109,0,No Failure
L53308,L,300.9,311,1499,38,111,0,No Failure
M20989,M,301,311,1508,46.9,113,0,No Failure
L53310,L,301,310.9,1473,44.2,116,0,No Failure
H35545,H,301,311,1640,37.6,118,0,No Failure
L53312,L,301.1,311.1,1429,42.5,123,0,No Failure
L53313,L,301.1,311.1,1470,40.9,125,0,No Failure
L53314,L,301,311,1581,37,127,0,No Failure
L53315,L,301,310.9,1740,28.9,129,0,No Failure
H35550,H,300.9,310.8,1390,40.6,131,0,No Failure
M20997,M,300.9,310.8,1988,19.7,136,0,No Failure
M20998,M,300.8,310.7,1452,43,139,0,No Failure
L53319,L,300.8,310.7,1586,33.4,142,0,No Failure
L53320,L,300.8,310.7,1589,34.3,144,0,No Failure
L53321,L,300.8,310.8,1486,45.7,146,0,No Failure
L53322,L,300.9,310.9,1755,27.9,148,0,No Failure
M21003,M,301,310.9,1575,34.6,150,0,No Failure
M21004,M,301.1,311.1,1615,37.7,153,0,No Failure
M21005,M,301.1,311.1,1436,41.8,156,0,No Failure
M21006,M,301.1,311.1,1470,40.6,159,0,No Failure
M21007,M,301.1,311.1,2089,19.8,162,0,No Failure
L53328,L,301.1,311.2,1564,37,165,0,No Failure
M21009,M,301,311.1,1420,47.4,167,0,No Failure
L53330,L,301.1,311.1,1711,29.1,170,0,No Failure
L53331,L,301.1,311.2,1555,35.3,172,0,No Failure
M21012,M,301.1,311.1,1592,35.7,174,0,No Failure
L53333,L,301,311.1,1236,64.4,177,1,Overstrain Failure
M21014,M,301,310.9,1765,24.2,179,0,No Failure
L53335,L,301,311,1634,31.2,182,0,No Failure
L53336,L,301.1,311.1,1508,41.5,184,0,No Failure
L53337,L,301.1,311.2,1774,29.6,186,0,No Failure
L53338,L,301.1,311,1677,29.1,188,0,No Failure
L53339,L,301,311,1399,58,190,1,Overstrain Failure
L53340,L,301,310.9,1570,34,192,0,No Failure
L53341,L,301,310.9,1479,44.3,194,0,No Failure
L53342,L,301,310.8,1558,34.9,196,0,No Failure
L53343,L,300.8,310.7,1358,48.1,198,0,No Failure
H35578,H,300.9,310.7,1656,30.7,200,0,No Failure
L53345,L,300.9,310.7,1523,35.8,205,0,No Failure
H35580,H,300.9,310.7,1403,40.6,207,0,No Failure
M21027,M,300.9,310.7,1362,51.6,212,0,No Failure
M21028,M,300.7,310.6,1778,27.1,215,0,No Failure
L53349,L,300.7,310.5,1448,38.2,218,0,No Failure
H35584,H,300.8,310.5,1559,40.1,220,0,No Failure
L53351,L,300.8,310.6,1416,42.2,225,0,No Failure
L53352,L,300.8,310.6,1577,37.9,227,1,Tool Wear Failure
L53353,L,300.8,310.7,1633,27.8,0,0,No Failure
L53354,L,300.9,310.7,1573,31.2,2,0,No Failure
L53355,L,300.9,310.8,1517,44.3,4,0,No Failure
L53356,L,301,310.9,1515,37.3,6,0,No Failure
L53357,L,301,310.8,1527,45.3,8,0,No Failure
L53358,L,301.1,310.9,1282,67.9,10,1,Power Failure
M21039,M,301.1,310.9,1396,45.1,12,0,No Failure
L53360,L,301,310.9,1492,44.6,15,0,No Failure
L53361,L,301,310.8,1975,19.7,17,0,No Failure
L53362,L,301,310.8,1475,35.3,19,0,No Failure
H35597,H,301,310.9,1495,37.3,21,0,No Failure
L53364,L,301,311,1553,35.8,26,0,No Failure
L53365,L,301.1,311,1918,21.7,28,0,No Failure
M21046,M,301.1,311,1413,46.6,30,0,No Failure
L53367,L,301,311,1437,56,33,0,No Failure
L53368,L,301,310.9,1450,45.9,35,0,No Failure
M21049,M,301,310.9,1910,21.9,37,0,No Failure
L53370,L,300.9,310.9,1749,26.4,40,0,No Failure
